"","x"
"21338","Pdzd3"
"21339","Pdzd4"
"21340","Pdzd7"
"21341","Pdzd8"
"21342","Pdzk1"
"21343","Pdzk1|Gpr89"
"21344","Pdzk1ip1"
"21345","Pdzrn3"
"21346","Pdzrn4"
"21347","Pea15a"
"21348","Pea15b"
"21349","Pear1"
"21350","Pebp1"
"21351","Pebp4"
"21352","Pecam1"
"21353","Peci"
"21354","Pecr"
"21355","Pef1"
"21356","Peg12"
"21357","Peg3"
"21358","Peli1"
"21359","Peli2"
"21360","Peli2|Gm6498"
"21361","Peli3"
"21362","Pelp1"
"21363","Pemt"
"21364","Penk"
"21365","Peo1"
"21366","Pepd"
"21367","Per1"
"21368","Per2"
"21369","Per3"
"21370","Perp"
"21371","Pet2"
"21372","Pex1"
"21373","Pex10"
"21374","Pex11a"
"21375","Pex11b"
"21376","Pex11c"
"21377","Pex12"
"21378","Pex13"
"21379","Pex14"
"21380","Pex16"
"21381","Pex19"
"21382","Pex1|Gatad1"
"21383","Pex26"
"21384","Pex3"
"21385","Pex3|Adat2"
"21386","Pex5"
"21387","Pex5l"
"21388","Pex6"
"21389","Pex7"
"21390","Pf4"
"21391","Pfas"
"21392","Pfdn1"
"21393","Pfdn2"
"21394","Pfdn2|Klhdc9"
"21395","Pfdn4"
"21396","Pfdn5"
"21397","Pfkfb1"
"21398","Pfkfb2"
"21399","Pfkfb3"
"21400","Pfkfb4"
"21401","Pfkl"
"21402","Pfkm"
"21403","Pfkp"
"21404","Pfn1"
"21405","Pfn2"
"21406","Pfn3"
"21407","Pfn4"
"21408","Pftk1"
"21409","Pga5"
"21410","Pgam1"
"21411","Pgam1-ps2"
"21412","Pgam2"
"21413","Pgam5"
"21414","Pgap1"
"21415","Pgap2"
"21416","Pgap3"
"21417","Pgbd1"
"21418","Pgbd5"
"21419","Pgc"
"21420","Pgcp"
"21421","Pgd"
"21422","Pgf"
"21423","Pggt1b"
"21424","Pgk1"
"21425","Pgk2"
"21426","Pgls"
"21427","Pgls|Fam129c"
"21428","Pglyrp1"
"21429","Pglyrp2"
"21430","Pglyrp3"
"21431","Pglyrp4"
"21432","Pgm1"
"21433","Pgm2"
"21434","Pgm2l1"
"21435","Pgm3"
"21436","Pgm5"
"21437","Pgp"
"21438","Pgpep1"
"21439","Pgr"
"21440","Pgr15l"
"21441","Pgrmc1"
"21442","Pgrmc2"
"21443","Pgs1"
"21444","Pgs1|Dnahc17"
"21445","Phactr1"
"21446","Phactr2"
"21447","Phactr3"
"21448","Phactr4"
"21449","Phax"
"21450","Phb"
"21451","Phb2"
"21452","Phc1"
"21453","Phc2"
"21454","Phc3"
"21455","Phex"
"21456","Phf1"
"21457","Phf10"
"21458","Phf10|9030025P20Rik|AC182749.2"
"21459","Phf10|AC182749.1"
"21460","Phf11"
"21461","Phf12"
"21462","Phf13"
"21463","Phf14"
"21464","Phf15"
"21465","Phf16"
"21466","Phf17"
"21467","Phf19"
"21468","Phf2"
"21469","Phf20"
"21470","Phf20l1"
"21471","Phf21a"
"21472","Phf21b"
"21473","Phf23"
"21474","Phf3"
"21475","Phf5a"
"21476","Phf6"
"21477","Phf7"
"21478","Phf8"
"21479","Phgdh"
"21480","Phgr1"
"21481","Phip"
"21482","Phka1"
"21483","Phka2"
"21484","Phkb"
"21485","Phkg1"
"21486","Phkg1|Chchd2"
"21487","Phkg1|Scand3"
"21488","Phkg2"
"21489","Phlda1"
"21490","Phlda2"
"21491","Phlda3"
"21492","Phldb1"
"21493","Phldb2"
"21494","Phlpp1"
"21495","Phlpp2"
"21496","Phospho2"
"21497","Phox2a"
"21498","Phox2b"
"21499","Phpt1"
"21500","Phrf1"
"21501","Phtf1"
"21502","Phtf1|Magi3"
"21503","Phtf2"
"21504","Phtf2|AC157608.2"
"21505","Phxr4"
"21506","Phyh"
"21507","Phyhip"
"21508","Phyhipl"
"21509","Pi15"
"21510","Pi16"
"21511","Pi4k2a"
"21512","Pi4k2b"
"21513","Pi4ka"
"21514","Pi4ka|Serpind1"
"21515","Pi4kb"
"21516","Pias1"
"21517","Pias2"
"21518","Pias3"
"21519","Pias4"
"21520","Pibf1"
"21521","Picalm"
"21522","Pick1"
"21523","Pick1|Slc16a8"
"21524","Pid1"
"21525","Pif1"
"21526","Piga"
"21527","Pigb"
"21528","Pigc"
"21529","Pigf"
"21530","Pigg"
"21531","Pigh"
"21532","Pigk"
"21533","Pigl"
"21534","Pigm"
"21535","Pign"
"21536","Pigo"
"21537","Pigp"
"21538","Pigp|Ttc3"
"21539","Pigq"
"21540","Pigr"
"21541","Pigt"
"21542","Pigu"
"21543","Pigu|Map1lc3a"
"21544","Pigv"
"21545","Pigw"
"21546","Pigw|Myo19"
"21547","Pigx"
"21548","Pigy"
"21549","Pigyl"
"21550","Pigz"
"21551","Pih1d1"
"21552","Pih1d2"
"21553","Pik3ap1"
"21554","Pik3c2a"
"21555","Pik3c2b"
"21556","Pik3c2g"
"21557","Pik3c3"
"21558","Pik3ca"
"21559","Pik3cb"
"21560","Pik3cd"
"21561","Pik3cg"
"21562","Pik3ip1"
"21563","Pik3r1"
"21564","Pik3r2"
"21565","Pik3r3"
"21566","Pik3r4"
"21567","Pik3r5"
"21568","Pik3r6"
"21569","Pikfyve"
"21570","Pilra"
"21571","Pilrb1"
"21572","Pilrb2"
"21573","Pim1"
"21574","Pim2"
"21575","Pim3"
"21576","Pin1"
"21577","Pin1l"
"21578","Pin4"
"21579","Pink1"
"21580","Pion"
"21581","Pip4k2a"
"21582","Pip4k2b"
"21583","Pip4k2c"
"21584","Pip5k1a"
"21585","Pip5k1b"
"21586","Pip5k1b|AC150898.1"
"21587","Pip5k1b|Fam122a|AC150898.1"
"21588","Pip5kl1"
"21589","Pipox"
"21590","Pir"
"21591","Pira2"
"21592","Pira2|AC161409.5"
"21593","Pira3"
"21594","Pisd"
"21595","Pisd-ps1"
"21596","Pisd-ps2"
"21597","Pitpna"
"21598","Pitpnb"
"21599","Pitpnc1"
"21600","Pitpnm1"
"21601","Pitpnm2"
"21602","Pitpnm3"
"21603","Pitrm1"
"21604","Pitrm1|Pfkp"
"21605","Pitx1"
"21606","Pitx2"
"21607","Pitx3"
"21608","Piwil1"
"21609","Piwil2"
"21610","Piwil4"
"21611","Piwil4|RP23-340G24.2"
"21612","Pja1"
"21613","Pja2"
"21614","Pkd1"
"21615","Pkd1l1"
"21616","Pkd1l2"
"21617","Pkd1l3"
"21618","Pkd1|Tsc2"
"21619","Pkd2"
"21620","Pkd2l1"
"21621","Pkd2l2"
"21622","Pkdcc"
"21623","Pkdrej"
"21624","Pkhd1"
"21625","Pkhd1l1"
"21626","Pkia"
"21627","Pkib"
"21628","Pkig"
"21629","Pklr"
"21630","Pklr|Hcn3"
"21631","Pkm2"
"21632","Pkmyt1"
"21633","Pkn1"
"21634","Pkn2"
"21635","Pkn3"
"21636","Pknox1"
"21637","Pknox2"
"21638","Pkp1"
"21639","Pkp2"
"21640","Pkp3"
"21641","Pkp4"
"21642","Pla1a"
"21643","Pla2g10"
"21644","Pla2g12a"
"21645","Pla2g15"
"21646","Pla2g16"
"21647","Pla2g1b"
"21648","Pla2g2c"
"21649","Pla2g2d"
"21650","Pla2g2e"
"21651","Pla2g2f"
"21652","Pla2g3|Inpp5j"
"21653","Pla2g4a"
"21654","Pla2g4b"
"21655","Pla2g4c"
"21656","Pla2g4c|AC161792.2"
"21657","Pla2g4d"
"21658","Pla2g4e"
"21659","Pla2g4f"
"21660","Pla2g5"
"21661","Pla2g5|Pla2g2a"
"21662","Pla2g6"
"21663","Pla2g7"
"21664","Pla2r1"
"21665","Plaa"
"21666","Plac1"
"21667","Plac1l"
"21668","Plac8"
"21669","Plac8l1"
"21670","Plac9"
"21671","Plag1"
"21672","Plagl1"
"21673","Plagl2"
"21674","Plat"
"21675","Plau"
"21676","Plaur"
"21677","Plb1"
"21678","Plbd1"
"21679","Plbd2"
"21680","Plcb1"
"21681","Plcb2"
"21682","Plcb3"
"21683","Plcb4"
"21684","Plcd1"
"21685","Plcd3"
"21686","Plcd3|Acbd4"
"21687","Plcd4"
"21688","Plcd4|Zfp142"
"21689","Plce1"
"21690","Plcg1"
"21691","Plcg1|Zhx3"
"21692","Plcg2"
"21693","Plch1"
"21694","Plch2"
"21695","Plch2|AL670413.1"
"21696","Plcl1"
"21697","Plcl2"
"21698","Plcxd1"
"21699","Plcxd1|Gtpbp6"
"21700","Plcxd2"
"21701","Plcxd3"
"21702","Plcz1"
"21703","Pld1"
"21704","Pld2"
"21705","Pld3"
"21706","Pld4"
"21707","Pld5"
"21708","Pld5|B020018G12Rik"
"21709","Pld6"
"21710","Pldi"
"21711","Pldn"
"21712","Plec"
"21713","Plek"
"21714","Plek2"
"21715","Plekha1"
"21716","Plekha2"
"21717","Plekha3"
"21718","Plekha4"
"21719","Plekha5"
"21720","Plekha6"
"21721","Plekha7"
"21722","Plekha8"
"21723","Plekhb1"
"21724","Plekhb2"
"21725","Plekhf1"
"21726","Plekhf2"
"21727","Plekhg1"
"21728","Plekhg2"
"21729","Plekhg3"
"21730","Plekhg5"
"21731","Plekhg6"
"21732","Plekhh1"
"21733","Plekhh1|Pigh"
"21734","Plekhh2"
"21735","Plekhh3"
"21736","Plekhh3|Cntnap1"
"21737","Plekhm1"
"21738","Plekhm2"
"21739","Plekhm3"
"21740","Plekhn1"
"21741","Plekho1"
"21742","Plekho2"
"21743","Plg"
"21744","Plin1"
"21745","Plin2"
"21746","Plin3"
"21747","Plin4"
"21748","Plin5"
"21749","Plk1"
"21750","Plk2"
"21751","Plk3"
"21752","Plk4"
"21753","Plk5"
"21754","Pllp"
"21755","Plod1"
"21756","Plod2"
"21757","Plod3"
"21758","Plp1"
"21759","Plp2"
"21760","Plrg1"
"21761","Pls1"
"21762","Pls3"
"21763","Plscr1"
"21764","Plscr2"
"21765","Plscr3"
"21766","Plscr3|Tnk1"
"21767","Plscr4"
"21768","Pltp"
"21769","Plunc"
"21770","Plvap"
"21771","Plxdc1"
"21772","Plxdc2"
"21773","Plxna1"
"21774","Plxna2"
"21775","Plxna3"
"21776","Plxna4"
"21777","Plxnb1"
"21778","Plxnb2"
"21779","Plxnb3"
"21780","Plxnc1"
"21781","Plxnd1"
"21782","Pm20d1"
"21783","Pm20d2"
"21784","Pmaip1"
"21785","Pmch"
"21786","Pmch|4930547N16Rik"
"21787","Pmepa1"
"21788","Pmfbp1"
"21789","Pml"
"21790","Pmm1"
"21791","Pmm2"
"21792","Pmp2"
"21793","Pmp22"
"21794","Pmpcb"
"21795","Pms1"
"21796","Pms2"
"21797","Pms2|Rsph10b2"
"21798","Pmvk"
"21799","Pnck"
"21800","Pnkd"
"21801","Pnkd|Tmbim1"
"21802","Pnkp"
"21803","Pnldc1"
"21804","Pnlip"
"21805","Pnliprp1"
"21806","Pnliprp2"
"21807","Pnma2"
"21808","Pnma3"
"21809","Pnma5"
"21810","Pnmal1"
"21811","Pnmal2"
"21812","Pnmt"
"21813","Pnn"
"21814","Pnoc"
"21815","Pnp1"
"21816","Pnp2"
"21817","Pnpla1"
"21818","Pnpla3"
"21819","Pnpla5"
"21820","Pnpla6"
"21821","Pnpla7"
"21822","Pnpla8"
"21823","Pnpt1"
"21824","Pnrc1"
"21825","Pnrc2"
"21826","Podn"
"21827","Podnl1"
"21828","Podn|Scp2"
"21829","Podxl"
"21830","Podxl2"
"21831","Pof1b"
"21832","Pofut1"
"21833","Pogk"
"21834","Pogz"
"21835","Pola1"
"21836","Pola2"
"21837","Polb"
"21838","Pold1"
"21839","Pold2"
"21840","Pold3"
"21841","Pold4"
"21842","Poldip2"
"21843","Poldip3"
"21844","Pole"
"21845","Pole2"
"21846","Pole3"
"21847","Pole4"
"21848","Polg"
"21849","Polg2"
"21850","Polh"
"21851","Poli"
"21852","Polk"
"21853","Poll"
"21854","Polm"
"21855","Poln"
"21856","Poln|Haus3"
"21857","Polq"
"21858","Polr1a"
"21859","Polr1b"
"21860","Polr1c"
"21861","Polr1d"
"21862","Polr1e"
"21863","Polr2a"
"21864","Polr2b"
"21865","Polr2c"
"21866","Polr2c|Dok4"
"21867","Polr2d"
"21868","Polr2e"
"21869","Polr2f"
"21870","Polr2g"
"21871","Polr2h"
"21872","Polr2i"
"21873","Polr2j"
"21874","Polr2k"
"21875","Polr3a"
"21876","Polr3b"
"21877","Polr3c"
"21878","Polr3d"
"21879","Polr3e"
"21880","Polr3f"
"21881","Polr3g"
"21882","Polr3gl"
"21883","Polr3h"
"21884","Polr3k"
"21885","Polrmt"
"21886","Pols"
"21887","Pom121"
"21888","Pom121l2"
"21889","Pomc"
"21890","Pomgnt1"
"21891","Pomgnt1|1520402A15Rik"
"21892","Pomp"
"21893","Pomt1"
"21894","Pomt2"
"21895","Pomt2|Gstz1"
"21896","Pon1"
"21897","Pon2"
"21898","Pon3"
"21899","Pop1"
"21900","Pop4"
"21901","Pop5"
"21902","Pop5|Rnf10"
"21903","Popdc2"
"21904","Popdc3"
"21905","Por"
"21906","Porcn"
"21907","Postn"
"21908","Pot1a"
"21909","Pot1b"
"21910","Poteg"
"21911","Pou1f1"
"21912","Pou2af1"
"21913","Pou2f1"
"21914","Pou2f2"
"21915","Pou2f3"
"21916","Pou3f1"
"21917","Pou3f2"
"21918","Pou3f3"
"21919","Pou3f4"
"21920","Pou4f1"
"21921","Pou4f2"
"21922","Pou4f3"
"21923","Pou5f1"
"21924","Pou6f1"
"21925","Pou6f2"
"21926","Ppa1"
"21927","Ppa2"
"21928","Ppan"
"21929","Ppap2a"
"21930","Ppap2b"
"21931","Ppap2c"
"21932","Ppapdc1a"
"21933","Ppapdc2"
"21934","Ppapdc3"
"21935","Ppara"
"21936","Ppard"
"21937","Pparg"
"21938","Ppargc1a"
"21939","Ppargc1a|AC116763.1"
"21940","Ppargc1b"
"21941","Ppat"
"21942","Ppat|2310040G07Rik"
"21943","Ppbp"
"21944","Ppcdc"
"21945","Ppcs"
"21946","Ppdpf"
"21947","Ppef1"
"21948","Ppef2"
"21949","Ppfia1"
"21950","Ppfia2"
"21951","Ppfia3"
"21952","Ppfia3|Mtag2"
"21953","Ppfia4"
"21954","Ppfibp1"
"21955","Ppfibp1|1700034J05Rik"
"21956","Ppfibp2"
"21957","Ppfibp2|5330417H12Rik"
"21958","Pphln1"
"21959","Ppia"
"21960","Ppib"
"21961","Ppib|Snx22"
"21962","Ppic"
"21963","Ppid"
"21964","Ppie"
"21965","Ppif"
"21966","Ppig"
"21967","Ppih"
"21968","Ppil1"
"21969","Ppil3"
"21970","Ppil3|Nif3l1"
"21971","Ppil4"
"21972","Ppil5"
"21973","Ppil6"
"21974","Ppl"
"21975","Ppm1a"
"21976","Ppm1b"
"21977","Ppm1d"
"21978","Ppm1e"
"21979","Ppm1f"
"21980","Ppm1g"
"21981","Ppm1h"
"21982","Ppm1j"
"21983","Ppm1k"
"21984","Ppm1l"
"21985","Ppm1m"
"21986","Ppme1"
"21987","Ppox"
"21988","Ppp1cb"
"21989","Ppp1cc"
"21990","Ppp1r10"
"21991","Ppp1r11"
"21992","Ppp1r12a"
"21993","Ppp1r12b"
"21994","Ppp1r12c"
"21995","Ppp1r13b"
"21996","Ppp1r13l"
"21997","Ppp1r14a"
"21998","Ppp1r14b"
"21999","Ppp1r14c"
"22000","Ppp1r14d"
"22001","Ppp1r15a"
"22002","Ppp1r15b"
"22003","Ppp1r16a"
"22004","Ppp1r16b"
"22005","Ppp1r1a"
"22006","Ppp1r1b"
"22007","Ppp1r1c"
"22008","Ppp1r2"
"22009","Ppp1r3a"
"22010","Ppp1r3b"
"22011","Ppp1r3c"
"22012","Ppp1r3d"
"22013","Ppp1r3f"
"22014","Ppp1r3f|Ccdc22"
"22015","Ppp1r3f|Foxp3"
"22016","Ppp1r3f|Foxp3|Ccdc22"
"22017","Ppp1r3g"
"22018","Ppp1r7"
"22019","Ppp1r8"
"22020","Ppp1r9a"
"22021","Ppp1r9b"
"22022","Ppp2ca"
"22023","Ppp2cb"
"22024","Ppp2r1a"
"22025","Ppp2r1b"
"22026","Ppp2r1b|Sik2"
"22027","Ppp2r2a"
"22028","Ppp2r2b"
"22029","Ppp2r2c"
"22030","Ppp2r2d"
"22031","Ppp2r3a"
"22032","Ppp2r3c"
"22033","Ppp2r4"
"22034","Ppp2r5a"
"22035","Ppp2r5b"
"22036","Ppp2r5c"
"22037","Ppp2r5d"
"22038","Ppp2r5e"
"22039","Ppp3ca"
"22040","Ppp3cb"
"22041","Ppp3cc"
"22042","Ppp3r1"
"22043","Ppp3r1|Wdr92"
"22044","Ppp4c"
"22045","Ppp4r1"
"22046","Ppp4r1l"
"22047","Ppp4r2"
"22048","Ppp4r4"
"22049","Ppp5c"
"22050","Ppp6c"
"22051","Pppde1"
"22052","Pppde2"
"22053","Pppde2|Xrcc6"
"22054","Pprc1"
"22055","Ppt1"
"22056","Ppt2"
"22057","Pptc7"
"22058","Pptc7|Rad9b"
"22059","Ppwd1"
"22060","Ppy"
"22061","Ppyr1"
"22062","Pqbp1"
"22063","Pqlc1"
"22064","Pqlc1|AC145610.2"
"22065","Pqlc2"
"22066","Pqlc3"
"22067","Praf2"
"22068","Pram1"
"22069","Prame"
"22070","Pramef12"
"22071","Pramef12|D530049N12Rik"
"22072","Pramef17"
"22073","Pramef8"
"22074","Pramel1"
"22075","Pramel3"
"22076","Pramel4"
"22077","Pramel5"
"22078","Pramel6"
"22079","Pramel7"
"22080","Prap1"
"22081","Prap1|1810014F10Rik"
"22082","Prb1"
"22083","Prc1"
"22084","Prcc"
"22085","Prcp"
"22086","Prdm1"
"22087","Prdm10"
"22088","Prdm11"
"22089","Prdm11|4631405J19Rik"
"22090","Prdm12"
"22091","Prdm13"
"22092","Prdm14"
"22093","Prdm15"
"22094","Prdm16"
"22095","Prdm2"
"22096","Prdm4"
"22097","Prdm5"
"22098","Prdm6"
"22099","Prdm8"
"22100","Prdm9"
"22101","Prdx1"
"22102","Prdx2"
"22103","Prdx3"
"22104","Prdx4"
"22105","Prdx5"
"22106","Prdx6"
"22107","Prdx6-rs1"
"22108","Prdxdd1"
"22109","Preb"
"22110","Prei4"
"22111","Prelid1"
"22112","Prelid2"
"22113","Prelp"
"22114","Prep"
"22115","Prepl"
"22116","Prex1"
"22117","Prex2"
"22118","Prf1"
"22119","Prg2"
"22120","Prg3"
"22121","Prg4"
"22122","Prh1"
"22123","Prhoxnb"
"22124","Prickle1"
"22125","Prickle2"
"22126","Prickle3"
"22127","Prim1"
"22128","Prim2"
"22129","Prima1"
"22130","Prkaa1"
"22131","Prkaa2"
"22132","Prkab1"
"22133","Prkab2"
"22134","Prkaca"
"22135","Prkacb"
"22136","Prkag1"
"22137","Prkag2"
"22138","Prkag2|1500035N22Rik"
"22139","Prkag3"
"22140","Prkar1a"
"22141","Prkar1b"
"22142","Prkar2a"
"22143","Prkar2b"
"22144","Prkca"
"22145","Prkca|AL645535.1"
"22146","Prkcb"
"22147","Prkcc"
"22148","Prkcd"
"22149","Prkcdbp"
"22150","Prkce"
"22151","Prkce|AC154236.2"
"22152","Prkch"
"22153","Prkci"
"22154","Prkcq"
"22155","Prkcsh"
"22156","Prkcz"
"22157","Prkd1"
"22158","Prkd2"
"22159","Prkd3"
"22160","Prkdc"
"22161","Prkg1"
"22162","Prkg1|Cstf2t"
"22163","Prkg2"
"22164","Prkra"
"22165","Prkrip1"
"22166","Prkrir"
"22167","Prkx"
"22168","Prl"
"22169","Prl2a1"
"22170","Prl2b1"
"22171","Prl2c1"
"22172","Prl2c2"
"22173","Prl2c3"
"22174","Prl2c5"
"22175","Prl3a1"
"22176","Prl3b1"
"22177","Prl3c1"
"22178","Prl3d1"
"22179","Prl3d2"
"22180","Prl3d3"
"22181","Prl4a1"
"22182","Prl5a1"
"22183","Prl7a1"
"22184","Prl7a2"
"22185","Prl7b1"
"22186","Prl7d1"
"22187","Prl8a1"
"22188","Prl8a2"
"22189","Prl8a6"
"22190","Prl8a8"
"22191","Prl8a9"
"22192","Prlhr"
"22193","Prlr"
"22194","Prm1"
"22195","Prm2"
"22196","Prm3"
"22197","Prmt1"
"22198","Prmt10"
"22199","Prmt2"
"22200","Prmt3"
"22201","Prmt5"
"22202","Prmt6"
"22203","Prmt7"
"22204","Prmt8"
"22205","Prnd"
"22206","Prnp|Prnd"
"22207","Proc"
"22208","Proca1"
"22209","Procr"
"22210","Prodh"
"22211","Prodh2"
"22212","Prok1"
"22213","Prok2"
"22214","Prokr1"
"22215","Prokr2"
"22216","Prol1"
"22217","Prom1"
"22218","Prom1|Gm16401"
"22219","Prom2"
"22220","Prop1"
"22221","Pros1"
"22222","Prosapip1"
"22223","Prosc"
"22224","Prox1"
"22225","Prox2"
"22226","Proz"
"22227","Prp2"
"22228","Prpf18"
"22229","Prpf19"
"22230","Prpf3"
"22231","Prpf31"
"22232","Prpf38a"
"22233","Prpf38b"
"22234","Prpf39"
"22235","Prpf39|Fkbp3"
"22236","Prpf4"
"22237","Prpf40a"
"22238","Prpf40b"
"22239","Prpf4b"
"22240","Prpf6"
"22241","Prpf6|Samd10"
"22242","Prpf8"
"22243","Prph"
"22244","Prph2"
"22245","Prpmp5"
"22246","Prps1"
"22247","Prps1l1"
"22248","Prps2"
"22249","Prpsap1"
"22250","Prpsap2"
"22251","Prr11"
"22252","Prr12"
"22253","Prr13"
"22254","Prr14"
"22255","Prr16"
"22256","Prr19"
"22257","Prr3"
"22258","Prr3|Gnal1"
"22259","Prr5l"
"22260","Prr7"
"22261","Prr8"
"22262","Prr9"
"22263","Prrc1"
"22264","Prrg1"
"22265","Prrg2"
"22266","Prrg2|Nosip"
"22267","Prrg3"
"22268","Prrg4"
"22269","Prrt1"
"22270","Prrt3"
"22271","Prrx1"
"22272","Prrx2"
"22273","Prrxl1"
"22274","Prss12"
"22275","Prss16"
"22276","Prss21"
"22277","Prss22"
"22278","Prss23"
"22279","Prss27"
"22280","Prss28"
"22281","Prss29"
"22282","Prss32"
"22283","Prss33"
"22284","Prss34"
"22285","Prss35"
"22286","Prss36"
"22287","Prss37"
"22288","Prss38"
"22289","Prss39"
"22290","Prss41"
"22291","Prss41|Prss32"
"22292","Prss42"
"22293","Prss43"
"22294","Prss44"
"22295","Prss45"
"22296","Prss46"
"22297","Prss48"
"22298","Prss50"
"22299","Prss51"
"22300","Prss52"
"22301","Prss7"
"22302","Prtg"
"22303","Prune"
"22304","Prune2"
"22305","Prune|Fam63a"
"22306","Prx"
"22307","Psap"
"22308","Psat1"
"22309","Psca"
"22310","Psd"
"22311","Psd2"
"22312","Psd3"
"22313","Psd4"
"22314","Psen1"
"22315","Psen2"
"22316","Psenen"
"22317","Psg16"
"22318","Psg17"
"22319","Psg18"
"22320","Psg19"
"22321","Psg20"
"22322","Psg21"
"22323","Psg22"
"22324","Psg23"
"22325","Psg25"
"22326","Psg26"
"22327","Psg27"
"22328","Psg28"
"22329","Psg29"
"22330","Psip1"
"22331","Psma1"
"22332","Psma2"
"22333","Psma3"
"22334","Psma4"
"22335","Psma5"
"22336","Psma6"
"22337","Psma7"
"22338","Psma8"
"22339","Psmb1"
"22340","Psmb2"
"22341","Psmb3"
"22342","Psmb4"
"22343","Psmb5"
"22344","Psmb6"
"22345","Psmb7"
"22346","Psmb8"
"22347","Psmb9"
"22348","Psmc1"
"22349","Psmc2"
"22350","Psmc3"
"22351","Psmc3ip"
"22352","Psmc3|Slc39a13"
"22353","Psmc4"
"22354","Psmc5"
"22355","Psmc6"
"22356","Psmd1"
"22357","Psmd11"
"22358","Psmd12"
"22359","Psmd13"
"22360","Psmd14"
"22361","Psmd1|Armc9"
"22362","Psmd1|Htr2b"
"22363","Psmd2"
"22364","Psmd3"
"22365","Psmd4"
"22366","Psmd5"
"22367","Psmd6"
"22368","Psmd7"
"22369","Psmd8"
"22370","Psmd9"
"22371","Psme1"
"22372","Psme2"
"22373","Psme3"
"22374","Psme4"
"22375","Psmf1"
"22376","Psmg1"
"22377","Psmg2"
"22378","Psmg3"
"22379","Psmg4"
"22380","Psors1c2"
"22381","Psp"
"22382","Pspc1"
"22383","Pspc1|AC154361.3"
"22384","Psph"
"22385","Pspn"
"22386","Psrc1"
"22387","Pstk"
"22388","Pstpip1"
"22389","Pstpip2"
"22390","Ptafr"
"22391","Ptbp2"
"22392","Ptcd1"
"22393","Ptcd2"
"22394","Ptcd3"
"22395","Ptch1"
"22396","Ptch2"
"22397","Ptchd1"
"22398","Ptchd2"
"22399","Ptchd3"
"22400","Ptcra"
"22401","Ptdss1"
"22402","Ptdss2"
"22403","Pten"
"22404","Pter"
"22405","Ptf1a"
"22406","Ptgdr"
"22407","Ptgds"
"22408","Ptger1"
"22409","Ptger1|Pkn1"
"22410","Ptger2"
"22411","Ptger3"
"22412","Ptger4"
"22413","Ptges"
"22414","Ptges2"
"22415","Ptges3"
"22416","Ptges3|Baz2a"
"22417","Ptgfr"
"22418","Ptgfrn"
"22419","Ptgir"
"22420","Ptgis"
"22421","Ptgr1"
"22422","Ptgr2"
"22423","Ptgs1"
"22424","Ptgs2"
"22425","Pth"
"22426","Pth1r"
"22427","Pth2"
"22428","Pth2r"
"22429","Pthlh"
"22430","Ptk2"
"22431","Ptk2b"
"22432","Ptk2b|Gm4583"
"22433","Ptk6"
"22434","Ptk7"
"22435","Ptma"
"22436","Ptms"
"22437","Ptms|A230083G16Rik"
"22438","Ptn"
"22439","Ptov1"
"22440","Ptp4a1"
"22441","Ptp4a2"
"22442","Ptp4a3"
"22443","Ptpdc1"
"22444","Ptpla"
"22445","Ptplad1"
"22446","Ptplad2"
"22447","Ptplb"
"22448","Ptpmt1"
"22449","Ptpn1"
"22450","Ptpn11"
"22451","Ptpn12"
"22452","Ptpn13"
"22453","Ptpn14"
"22454","Ptpn18"
"22455","Ptpn2"
"22456","Ptpn20"
"22457","Ptpn21"
"22458","Ptpn22"
"22459","Ptpn23"
"22460","Ptpn3"
"22461","Ptpn4"
"22462","Ptpn5"
"22463","Ptpn6"
"22464","Ptpn7"
"22465","Ptpn9"
"22466","Ptpn9|RP23-340E1.2"
"22467","Ptpra"
"22468","Ptprb"
"22469","Ptprc"
"22470","Ptprcap"
"22471","Ptprd"
"22472","Ptpre"
"22473","Ptprf"
"22474","Ptprg"
"22475","Ptprh"
"22476","Ptprj"
"22477","Ptprk"
"22478","Ptprm"
"22479","Ptprm|AC163731.1"
"22480","Ptprn"
"22481","Ptprn2"
"22482","Ptprn2|AC164641.2"
"22483","Ptpro"
"22484","Ptprq"
"22485","Ptprr"
"22486","Ptprs"
"22487","Ptprt"
"22488","Ptpru"
"22489","Ptprv"
"22490","Ptprz1"
"22491","Ptrf"
"22492","Ptrh1"
"22493","Ptrh1|1700019L03Rik"
"22494","Ptrh1|Stxbp1"
"22495","Ptrh2"
"22496","Pts"
"22497","Pttg1"
"22498","Pttg1ip"
"22499","Puf60"
"22500","Pum1"
"22501","Pum2"
"22502","Pura"
"22503","Purb"
"22504","Purb|AL646020.2"
"22505","Purg"
"22506","Pus1"
"22507","Pus10"
"22508","Pus3"
"22509","Pus3|Hyls1"
"22510","Pus7"
"22511","Pus7l"
"22512","Pusl1"
"22513","Pvalb"
"22514","Pvr"
"22515","Pvrl1"
"22516","Pvrl2"
"22517","Pvrl3"
"22518","Pvrl4"
"22519","Pvt1"
"22520","Pwp1"
"22521","Pwp2"
"22522","Pwwp2a"
"22523","Pwwp2b"
"22524","Pxdn"
"22525","Pxk"
"22526","Pxmp2"
"22527","Pxmp3"
"22528","Pxmp4"
"22529","Pxn"
"22530","Pxt1"
"22531","Pycard"
"22532","Pycr1"
"22533","Pycr2"
"22534","Pycrl"
"22535","Pygb"
"22536","Pygl"
"22537","Pygm"
"22538","Pygo1"
"22539","Pygo2"
"22540","Pyhin1"
"22541","Pyroxd1"
